podstatné jmeno;typ;anotovano;left;kwic;right;kwic pos;kwic pos2;kwic pos2 full;kwic length
cit;V-N;1;Vladimir Putin k němu ;nechoval nijak vřelé city ;, přesto si ho ale Kreml dlouhé roky nedovolil nahradit někým jiným . ;V-D-A-N;V-Db-AA-N;Vp-Db-AA-NN;4
cit;V-N;1;Možná se zdá zvláštní , že občané zemí , které jsou spojenci USA , ;chovají tak vřelé city ;k protiamerickému teroristovi . ;V-D-A-N;V-Db-AA-N;VB-Db-AA-NN;4
cit;V-N;1;Nově přiznal , že k oběti ;choval vřelý cit ;, který však nebyl opětován . ;V-A-N;V-AA-N;Vp-AA-NN;3
cit;V-N;1;Že tohle je hrozná slátanina , která ne a ne skončit , musí být v tu chvíli jasné i těm , kteří k Verhoevenově verzi ;nechovají žádné city ;a výtvarně jim dnes přijde jako nedělní vysílání pro děti . ;V-P-N;V-PW-N;VB-PW-NN;3
cit;V-N;1;Navíc prý nešlo přehlédnout , že k milionáři ;chová ty nejvřelejší city ;"! "" Ti dva vypadali velmi zamilovaně , pořád se hladili a objímali , a vůbec to nevypadalo , že to hrají kvůli kamerám , chovali se tak i mimo záběry , "" potvrdil pracovník zámečku . ";V-P-A-N;V-PD-AA-N;VB-PD-AA-NN;4
cit;V-N;1;Ke všemu zjišťuje , že k bohaté vdově , jež měla být výhradně pragmatickým záchranným plánem , ;chová něžné city ;. ;V-A-N;V-AA-N;VB-AA-NN;3
cit;V-N;1;Cítím se znovu ponížen při pomyšlení , že jsem věřil , že ke mně tenhle člověk ;choval nějaké přátelské city ;, zatímco on ve mně viděl pouze svůj politováníhodný zisk . ;V-P-A-N;V-PZ-AA-N;Vp-PZ-AA-NN;4
cit;V-N;1;Ale ke koním ;choval vřelé city ;( o svých plnokrevnících psal s větším zalíbením než o vlastních dětech ) a k nadřízeným u jezdectva byl stejně loajální jako k otci , který se svými chybami a nepoddajností rovněž zosobňoval nevyhnutelně se vytrácející minulost . ;V-A-N;V-AA-N;Vp-AA-NN;3
cit;V-N;1;V USA už ženy , jež hromadí boty a ;chovají k nim city ;jako k domácím mazlíčkům , dokonce navštěvují specializované psychology . ;V-R-P-N;V-RR-P5-N;VB-RR-P5-NN;4
cit;V-N;1;Z vlastní zkušenosti vím , že pan prezident Havel ;chová ke Slovensku velmi přátelské city ;a záleží mu na dobrých sousedských vztazích dvou suverénních států . ;V-R-N-D-A-N;V-RV-NN-Db-AA-N;VB-RV-NN-Db-AA-NN;6
cit;V-N;1;Tedy takhle – Jágr tvrdí , že zrovna žádnou nemá a herec Rajmont ;chová city ;k mužům . ;V-N;V-N;VB-NN;2
cit;V-N;1;Člověk , který má toho druhého rád , k němu ;chová tři základní city ;: soucit , stesk a starost . ;V-C-A-N;V-Cl-AA-N;VB-Cl-AA-NN;4
cit;V-N;1;Kdyby vědci byli schopni v meziválečné době změřit úroveň oxytocinu , možná by mohli dokázat , že pes ;choval neobyčejné city ;ke svému pánovi . ;V-A-N;V-AA-N;Vp-AA-NN;3
cit;V-N;1;Ne snad že by k sobě někdy ;chovali vřelé city ;. ;V-A-N;V-AA-N;Vp-AA-NN;3
cit;V-N;1;Britové zcela jistě ;chovají velice anglické city ;k anglickému rostbífu - je to nejlepší rostbíf na světě , i když je šílený ... ;V-D-A-N;V-Db-AA-N;VB-Db-AA-NN;4
cit;V-N;1;Pokud jde o mne , vím určitě , že kdyby už tehdy ke mně ;nechovala něžný cit ;, naše ruce by se k sobě nebyly vinuly tak těsně . ;V-A-N;V-AA-N;Vp-AA-NN;3
cit;V-N;1;;Nechovala k němu příliš vřelé ani hluboké city ;, ale měli několik společných zájmů a rádi spolu trávili čas . ;V-R-P-D-A-J-A-N;V-RR-P5-Db-AA-J^-AA-N;Vp-RR-P5-Db-AA-J^-AA-NN;8
cit;V-N;1;Země , které vyloučili nejlepšího sjezdaře Karla Schranze z Her v Sapporu 1972 a která ;nechovala k MOV právě nejvřelejší city ;. ;V-R-B-D-A-N;V-RR-BN-Db-AA-N;Vp-RR-BN-Db-AA-NN;6
cit;V-N;1;Lidovky nepodávají v autentické podobě , ale ;chovají k nim autentické city ;. ;V-R-P-A-N;V-RR-P5-AA-N;VB-RR-P5-AA-NN;5
cit;V-N;1;Takže ani k městskému úřadu ;nechovám žádné zvláštní vřelé city ;či sympatie . ;V-P-A-A-N;V-PW-AA-AA-N;VB-PW-AA-AA-NN;5
cit;V-N;1;Tataři na jihu a polsko-litevské soustátí k sobě nikdy ;nechovali nijak výrazně přátelské city ;a právě v té době se vztahy nacházely pod bodem mrazu . ;V-D-D-A-N;V-Db-Dg-AA-N;Vp-Db-Dg-AA-NN;5
cit;V-N;1;""" Asi každý , "" pokračoval Jennings , "" by se už dávno dovtípil , jak se věci mají , ale mne prostě vůbec nenapadlo , že by ke mně mohl ";chovat takové city ;. ;V-P-N;V-PD-N;Vf-PD-NN;3
cit;V-N;1;Přesto k ostrovu ;chová velké city ;. ;V-A-N;V-AA-N;VB-AA-NN;3
cit;V-N;1;Zkrátka a dobře , Diviš ;chová k Edvardu Benešovi přibližně stejné city ;", jimiž se vyznačoval Poláčkův penzionovaný správce pošty Pecián ve vztahu k sionistům : samojediný Ben Ešeda zavinil mnichovskou katastrofu a způsobil , že básníkův demobilizovaný otec "" se vrátil domů v obličeji šedivý ... s uřezaným vnitřním pohlavím , které mu uřezal prezident Beneš "" . ";V-R-N-N-D-A-N;V-RR-NN-NN-Dg-AA-N;VB-RR-NN-NN-Dg-AA-NN;7
cit;V-N;1;Tlustý muž ke krasavici zřejmě opravdu ;chová něžné city ;. ;V-A-N;V-AA-N;VB-AA-NN;3
cit;V-N;1;Císař k ní dokonce ;choval hlubší city ;, a co vím , občas za ní do Meziříčí zajel , zřejmě proto se za jeho vlády dokončila stavba té silnice . ;V-A-N;V-AA-N;Vp-AA-NN;3
cit;V-N;1;Nenamlouvejme si ostatně , že Ashkenazy ;choval k filharmonii nějaké zvláštní city ;- jeho chování k orchestru bylo vždy poněkud odtažité , i když korektní , jak potvrzují sami muzikanti . ;V-R-N-P-A-N;V-RR-NN-PZ-AA-N;Vp-RR-NN-PZ-AA-NN;6
cit;V-N;1;Obdivoval Sartorisovy a ;choval k nim něžné , ochranitelské city ;, ale koně vysloveně miloval a pod jeho rukama i ta nejubožejší herka rozkvetla a zkrásněla jako laskaná žena , osvojujíc si temperament operní hvězdy . ;V-R-P-A-Z-A-N;V-RR-P5-AA-Z:-AA-N;Vp-RR-P5-AA-Z:-AA-NN;7
cit;V-N;1;""" Kultovní "" je film , k němuž malý počet lidí ";chová veliké city ;. ;V-A-N;V-AA-N;VB-AA-NN;3
cit;V-N;1;Nela , k níž Damián ;chová jisté vřelé city ;", se na studia přece jen zapíše : "" Pověděla mi , že už není jen kadeřnice , protože chodí na vysokou školu , a i ona bude snad jednou sociální pracovnice . ";V-A-A-N;V-AA-AA-N;VB-AA-AA-NN;4
cit;V-N;1;Masha , která přijela do Kanady jako mlada dívka , ;nechovala vůči své „ staré vlasti “ žádné sentimentální city ;a neměla žádné nutkání vrátit se do země , odkud ona a její rodina přes půl světa uprchly . ;V-R-P-Z-A-N-Z-P-A-N;V-RR-P8-Z:-AA-NN-Z:-PW-AA-N;Vp-RR-P8-Z:-AA-NN-Z:-PW-AA-NN;10
cit;V-N;1;Goll k němu ;choval až otcovsky něžné city ;, přijal ho do rodiny na místo svého zemřelého syna , v četných dopisech ho oslovoval „ milý , hodný hochu “ a snil o tom , že si Pekař vezme jeho dceru a zpečetí tím jejich lidské a odborné přátelství také „ dynasticky “ . ;V-T-D-A-N;V-TT-Dg-AA-N;Vp-TT-Dg-AA-NN;5
cit;V-N;1;Kéž by ke mně ;chovala takové city ;, že by na rozpravu nezbylo dost času ! ;V-P-N;V-PD-N;Vp-PD-NN;3
cit;V-N;1;Osoba , která na vás žárlí a bezdůvodně vás pronásleduje , k vám ve skutečnosti ;chová hluboké city ;. ;V-A-N;V-AA-N;VB-AA-NN;3
cit;V-N;1;Tys ke mně ;choval mnohem hlubší cit ;, než by mě kdy napadlo . ;V-D-A-N;V-Db-AA-N;Vp-Db-AA-NN;4
cit;V-N;1;;Choval bych k němu city ;, chyběl by mi . ;V-V-R-P-N;V-Vc-RR-P5-N;Vp-Vc-RR-P5-NN;5
cit;V-N;1;Deník Politiken 10 . května 1921 napsal : „ Je vůbec obdivuhodno , co tento mladý stát energií a pílí dokázal za krátkou dobu svého trvání ... víme , že ČSR ;chová k nám neobyčejně přátelské city ;a že se ze strany ČSR pracuje o etablování obchodního skandinávského opěrného bodu na severu . ;V-R-P-D-A-N;V-RR-PP-Dg-AA-N;VB-RR-PP-Dg-AA-NN;6
cit;V-N;1;Musíme rozpoutat velkou revoluční soutěž o to , kdo ;chová nejhlubší city ;k předsedovi Maovi , kdo je nejvíc politicky uvědomělý , kdo dokáže být v hnutí nejaktivnější , kdo dokáže zastávat nejpevnější politická stanoviska . ;V-A-N;V-AA-N;VB-AA-NN;3
cit;V-N;1;V jeho mužné síle cítila obrovskou oporu , ale zároveň k němu ;chovala téměř mateřské city ;. ;V-D-A-N;V-Db-AA-N;Vp-Db-AA-NN;4
cit;V-N;1;Romeo a Julie prý měli spolu utéci z Verony , Desdemona měla ;chovat vřelejší cit ;k Othellovi , Lear měl lépe vychovat své dcery . ;V-A-N;V-AA-N;Vf-AA-NN;3
cit;V-N;1;Společným rysem je kromě výše popsané náklonnosti k násilníkům také skutečnost , že oběti ;chovají nečekaně nepřátelské city ;vůči svým zachráncům . ;V-D-A-N;V-Dg-AA-N;VB-Dg-AA-NN;4
cit;V-N;1;Tento nadšený žák ;choval ke své alma mater ty nejsilnější city ;, jaké si lze představit , city až zbožně oddané . ;V-R-P-F-F-P-A-N;V-RV-P8-F%-F%-PD-AA-N;Vp-RV-P8-F%-F%-PD-AA-NN;8
cit;V-N;1;K Etzlerovi stále ;chová vřelé city ;a chce být od něj co nejdál . ;V-A-N;V-AA-N;VB-AA-NN;3
cit;V-N;1;Za svého rušného i pohnutého života se Sidonie Nádherná stýkala s řadou osobností – a k několika z nich ;chovala i něžné city ;. ;V-J-A-N;V-J^-AA-N;Vp-J^-AA-NN;4
cit;V-N;1;Někteří lidé jsou bez lítosti a soucitu , ;nechovají k dítěti žádný cit ;. ;V-R-N-P-N;V-RR-NN-PW-N;VB-RR-NN-PW-NN;5
cit;V-N;1;Dalo by se říct , že se jedná o literárního partnera , se kterým by ve skutečnosti nemohla strávit ani minutu , jen když o něm píše , ;chová k němu vřelý cit ;. ;V-R-P-A-N;V-RR-P5-AA-N;VB-RR-P5-AA-NN;5
cit;V-N;1;Čím méně snáší protagonisty Nového labourismu , tím více mluví s Cherie , která k němu ze všech dcer ;chová nejvřelejší city ;, a to navzdory skutečnosti , že vztah k její matce Gale kdysi ukončil kvůli jiné ženě jediným krátkým telefonátem . ;V-A-N;V-AA-N;VB-AA-NN;3
cit;V-N;1;Dalí Bretona ztotožňuje se svým otcem - k oběma ;chová složité synovské city ;vrcholící posléze vzpourou . ;V-A-A-N;V-AA-AA-N;VB-AA-AA-NN;4
cit;V-N;1;V tu chvíli jsem zjistil , že ;chovám k Ondřejovi velké city ;. ;V-R-N-A-N;V-RR-NN-AA-N;VB-RR-NN-AA-NN;5
cit;V-N;1;Když se mu podíváte do očí , máte pocit , že role sériového vraha , který k nikomu ;nechová žádné city ;, jako by mu byla šitá na míru . ;V-P-N;V-PW-N;VB-PW-NN;3
cit;V-N;1;Znamená snění ženy o milostném styku s jinou ženou , že dotyčná ;chová ve svém nitru lesbické city ;? ;V-R-P-N-A-N;V-RV-P8-NN-AA-N;VB-RV-P8-NN-AA-NN;6
cit;V-N;1;Milá dívka , pomyslel si , klidná a rozumná , a zjevně ;chová k Lawrenceovi vřelé city ;. ;V-R-N-A-N;V-RR-NN-AA-N;VB-RR-NN-AA-NN;5
cit;V-N;1;Příliš veliká a rozmanitá na to , aby k ní člověk ;choval jakýkoli jednoznačný cit ;. ;V-P-A-N;V-PZ-AA-N;Vp-PZ-AA-NN;4
cit;V-N;1;"Že nejde o planý poplach , dokládá britská studie National Consumer Council , jež označuje desetileté Angličánky za podhoubí celé generace "" nákupních závisláků "" . 78 procent deseti - až dvanáctiletých dětí ";chová podle zprávy k nakupování hluboké city ;a s narůstajícím věkem se tato vášeň jen prohlubuje - zvláště u mladých děvčat od deseti do devatenácti let . ;V-R-N-R-N-A-N;V-RR-NN-RR-NN-AA-N;VB-RR-NN-RR-NN-AA-NN;7
cit;V-N;1;Je energický , společenský , ;chová hluboké city ;ke své rodině . ;V-A-N;V-AA-N;VB-AA-NN;3
cit;V-N;1;Kdyby ji obtloustlý postarší pan Pettigrew s upoceným obličejem vzal za ruku , prohlásil , že k ní ;chová vášnivý cit ;, a slíbil jí pravidelný drobný příjem a dům v „ diskrétní “ čtvrti , Lucy by ani nezvedla obočí . ;V-A-N;V-AA-N;VB-AA-NN;3
cit;V-N;1;A i ona ke mně zřejmě ;chovala jisté něžné city ;… ;V-A-A-N;V-AA-AA-N;Vp-AA-AA-NN;4
cit;V-N;1;;Choval k ní něžné city ;a vše nasvědčovalo tomu , že ona jeho sympatie opětuje , byla na něj velmi milá , scházeli se , a tak to šlo nějakou dobu . ;V-R-P-A-N;V-RR-P5-AA-N;Vp-RR-P5-AA-NN;5
cit;V-N;1;Pokud naopak O'Riley ;chová vůbec nějaké city ;ke mně , jsem si jistý , že mezi ně určitě nepatří nepřátelství . ;V-T-P-N;V-TT-PZ-N;VB-TT-PZ-NN;4
cit;V-N;1;Navzdory tomu , že jsem byla tak mladá , lehkovážná a prudká , ;chovala jsem k němu i mateřské city ;. ;V-V-R-P-J-A-N;V-VB-RR-P5-J^-AA-N;Vp-VB-RR-P5-J^-AA-NN;7
cit;V-N;1;Naopak k nim ;chovám něžné city ;, ale nikdy jsem si neuměla představit , že bych měla svoje vlastní . ;V-A-N;V-AA-N;VB-AA-NN;3
cit;V-N;1;Karel VI . , sám synem neobdařený , ;choval k sympatickému mládenci city ;téměř otcovské . ;V-R-A-N-N;V-RR-AA-NN-N;Vp-RR-AA-NN-NN;5
cit;V-N;1;Ostatně hlavně že lidi ještě mají potřebu ;chovat k někomu vřelé city ;a stojí jim za to pro někoho uvařit . ;V-R-P-A-N;V-RR-PZ-AA-N;Vf-RR-PZ-AA-NN;5
cit;V-N;1;Možná s pubertou měli na dně peřiňáku schovanou odhalenou prsatici , neznajíce ani její jméno , natož aby k ní ;chovali nějaké hlubší city ;. ;V-P-A-N;V-PZ-AA-N;Vp-PZ-AA-NN;4
cit;V-N;1;Jestli k vám ;chová tak přátelské city ;", určitě se nechá přesvědčit . "" ";V-D-A-N;V-Db-AA-N;VB-Db-AA-NN;4
cit;V-N;1;Moc vás nepřekvapí , už dlouho jste tušili , že k vám tajně ;chová něžné city ;. ;V-A-N;V-AA-N;VB-AA-NN;3
cit;V-N;1;Známou spisovatelku a feministickou ikonu , k níž Violette ;chová něžné , ale neopětované city ;. ;V-A-Z-J-A-N;V-AA-Z:-J^-AA-N;VB-AA-Z:-J^-AA-NN;6
cit;V-N;1;Bez ohledu na to , že se rozvedli , bez ohledu na to , že Simona mona ve svých mladých letech zhřešila a byla manželovi nevěrná , Stašová a Ciccotti k sobě stále ;chovají vřelé city ;. ;V-A-N;V-AA-N;VB-AA-NN;3
cit;V-N;1;Budoucnost patřila USA a Sovětskému svazu , z nichž ani jeden ;nechoval žádné sentimentální city ;k britskému impériu , natož k „ Anglosasům “ . ;V-P-A-N;V-PW-AA-N;Vp-PW-AA-NN;4
cit;V-N;1;Kniha totiž vypovídá také o smutku všech těch , kdo ;chovají vroucnější cit ;ke zvířecímu mazlíčkovi než k členům vlastní rodiny či lidem vůbec , a o údělu všech vyloučených , kteří vědí , že „ obec je dobrá věc , jenom když do ní patříš “ . ;V-A-N;V-AA-N;VB-AA-NN;3
cit;V-N;1;K ženě prý ;choval hluboký cit ;, vztah ale nebyl vždy ideální . ;V-A-N;V-AA-N;Vp-AA-NN;3
cit;V-N;1;Přestože s tím , ke kterému ;chováte milostné city ;, „ nic nemáte “ , jde podle odborníků o tzv . emoční nevěru . ;V-A-N;V-AA-N;VB-AA-NN;3
cit;V-N;1;Po třicet let jsme byli věrnými odběrateli Vašeho zboží a druhdy jsme k Vaší firmě ;chovali nejvřelejší přátelské city ;. ;V-A-A-N;V-AA-AA-N;Vp-AA-AA-NN;4
cit;V-N;1;Někde uvnitř jsem k ní stále ;choval něžné city ;, a dokonce jsem po ní toužil . ;V-A-N;V-AA-N;Vp-AA-NN;3
cit;V-N;1;Sharon ;chová k otci ty nejvřelejší city ;, byla ostatně pro něj vždycky nejmilovanějším dítětem . ;V-R-N-P-A-N;V-RR-NN-PD-AA-N;VB-RR-NN-PD-AA-NN;6
cit;V-N;1;Ty však k sobě ;nechovají nijak horoucí city ;a situaci vyostří i zjištění , že na večírek byla pozvána i velmi atraktivní sekretářka jednoho z bratří . ;V-D-A-N;V-Db-AA-N;VB-Db-AA-NN;4
cit;V-N;1;;Choval k Rakousku onen protikladný cit ;zvaný Hassliebe : směs lásky a nenávisti , jaký máme k něčemu , co nemůžeme opustit , protože bychom bez toho zahynuli , co nás však zároveň nepustí a co nás dusí . ;V-R-N-P-A-N;V-RR-NN-PD-AA-N;Vp-RR-NN-PD-AA-NN;6
cit;V-N;1;Teď se ale zdá , že jeden k druhému dříve ;chovali určité city ;. ;V-A-N;V-AA-N;Vp-AA-NN;3
cit;V-N;1;Avšak příhoda s tím starcem a jeho nemocným psem mne nade vši pochybnost přesvědčila , že Schweitzer ;chová ke zvířatům stejně něžné city ;jako ke všem jiným formám života . ;V-R-N-D-A-N;V-RV-NN-Dg-AA-N;VB-RV-NN-Dg-AA-NN;6
cit;V-N;1;Vědecká obec se nedokáže shodnout , zda zvířata skutečně mohou ;chovat takové city ;k lidem . ;V-P-N;V-PD-N;Vf-PD-NN;3
cit;V-N;1;Takto : kdyby k němu ;nechovala ten mateřský cit ;", jak říká , a mohla naopak opětovat cit , který k ní má Marrukýnek , bylo by to pro něho rozhodně daleko lepší ; protože kdyby se stalo po jejím , byl by pořád ještě podrobený jako syn . ";V-P-A-N;V-PD-AA-N;Vp-PD-AA-NN;4
cit;V-N;1;Stále k ní ;chovám hluboké city ;, stejně jako ke straně , “ svěřil se zpravodaji televize CNN . ;V-A-N;V-AA-N;VB-AA-NN;3
cit;V-N;1;Jednak proto , že takovouhle otázku opravdu nečekal , a jednak proto , že mu kdovíproč připadalo nevhodné , aby vůči člověku , jehož má právě před sebou , ;choval tak vyhrocené city ;jako je láska nebo nenávist . ;V-D-A-N;V-Db-AA-N;Vp-Db-AA-NN;4
cit;V-N;1;Los Angeles - Angelina Jolieová tvrdí , že ;chová ke svým třem dětem odlišné city ;. ;V-R-P-C-N-A-N;V-RV-P8-Cl-NN-AA-N;VB-RV-P8-Cl-NN-AA-NN;7
cit;V-N;1;Naopak prezident Putin pokládá čečenského lídra Ramzana Kadyrova i přes jeho prosazování tradičního islámu včetně mnohoženství za jednoho z nejlepších regionálních vůdců a ;chová k němu , jak přiznal , otcovské city ;. ;V-R-P-Z-D-V-Z-A-N;V-RR-P5-Z:-Db-Vp-Z:-AA-N;VB-RR-P5-Z:-Db-Vp-Z:-AA-NN;9
cit;V-N;1;Jak se svěřuje , ke své Evičce , která je skoro o dvacet let starší než on , ;chová vřelý cit ;. ;V-A-N;V-AA-N;VB-AA-NN;3
cit;V-N;1;Náměstek ministra dopravy Michal Tošovský , který ;chová k železnici podobné city ;jako pánové Klaus a Ježek a který se netají , že má s drahami privatizační ( likvidační ) záměry , v pondělí zprvu usoudil , že nová jednání o snížení růstu mezd na železnici nebude možno uskutečnit . ;V-R-N-A-N;V-RR-NN-AA-N;VB-RR-NN-AA-NN;5
cit;V-N;1;Čtenář může jen vytušit , že tenhle chlapec ;chová někde hluboko také city ;. ;V-D-D-D-N;V-Db-Dg-Db-N;VB-Db-Dg-Db-NN;5
cit;V-N;1;Mléko a golf Také Anjelica Hustonová k němu stále ;chová vřelé city ;, i když jí v životě tolik ublížil . ;V-A-N;V-AA-N;VB-AA-NN;3
cit;V-N;1;Hercule , až na jedinou výjimku , ;nechoval žádné vroucí city ;vůči ženám ... ;V-P-A-N;V-PW-AA-N;Vp-PW-AA-NN;4
cit;V-N;1;Nestačí dotyčného znát , ;chovat k němu kladné či dokonce vřelé city ;. ;V-R-P-A-J-T-A-N;V-RR-P5-AA-J^-TT-AA-N;Vf-RR-P5-AA-J^-TT-AA-NN;8
cit;V-N;1;;Choval jsem k tobě tak silný cit ;, že jsem se s tím nedokázal vypořádat . ;V-V-R-P-D-A-N;V-VB-RR-PP-Db-AA-N;Vp-VB-RR-PP-Db-AA-NN;7
cit;V-N;1;;Choval své city ;jen v tom svém pohlaví ? ;V-P-N;V-P8-N;Vp-P8-NN;3
cit;V-N;1;Kdo ;chováš v prsou svých cit ;pro právo řeči své drahé a nehodláš trpěti odstrkování do koutů , spoj hlas svůj s naším . ;V-R-N-P-N;V-RR-NN-P8-N;VB-RR-NN-P8-NN;5
cit;V-N;1;Místo toho , aby si dva lidé , kteří k sobě ;chovají nějaké city ;, spolu sedli v parku na lavičku pod podzimní lípou a vše si pověděli z očí do očí , tak si raději napíší „ status “ , kterým dávají najevo své city – nejlépe tak , aby jejich přátelé viděli , jak moc k sobě cítí a jak jsou neuvěřitelně ;V-P-N;V-PZ-N;VB-PZ-NN;3
cit;V-N;1;Je známé , že k němu ;chovala vřelý a hluboký cit ;. ;V-A-J-A-N;V-AA-J^-AA-N;Vp-AA-J^-AA-NN;5
cit;V-N;1;;Chovám oidipovský city ;ke svý matce a nevyřešenou žárlivost vůči svýmu otci jakožto jejich průvodní jev . ;V-A-N;V-AA-N;VB-AA-NN;3
cit;V-N;1;Zatímco poctivý Peeta k ní ;chová opravdové city ;, Katniss jenom předstírá , její srdce patří mužnému Galeovi ( Liam Hutcherson ) , který dál vede prostý život v její chudé domovině . ;V-A-N;V-AA-N;VB-AA-NN;3
cit;V-N;1;K siru Lancelotovi ;chovala vášnivé city ;, o nichž si myslela , že jsou dobře utajené , jenže mezi zaměstnanci obou ústavů se těšily obecné známosti stejně jako jídelní lístek v závodní kuchyni . ;V-A-N;V-AA-N;Vp-AA-NN;3
cit;V-N;1;Že si jako autorka v 21 . století prohlédnete portréty mužů kolem ní a úplně hypoteticky si vyberete jednoho , ke kterému by mohla ;chovat nějaké city ;. ;V-P-N;V-PZ-N;Vf-PZ-NN;3
cit;V-N;1;Vztahy v domácnosti byly vypjaté a rodinné rošády nekončily : počátkem 60 . let se Rádl s Tánskou rozvedl a do bytu přivedl další ženu , která vůči Haně a Bedřišce jemně řečeno ;nechovala přátelské city ;. ;V-A-N;V-AA-N;Vp-AA-NN;3
cit;V-N;1;K prezidentovi ;choval málem otcovské city ;a omezil se na to , že podpoří jakékoliv rychlé a spravedlivé rozhodnutí , které Ospina s podporou většiny zvolí . ;V-D-A-N;V-Db-AA-N;Vp-Db-AA-NN;4
cit;V-N;1;„ ;Chováte k ní hluboké city ;, že ? ;V-R-P-A-N;V-RR-P5-AA-N;VB-RR-P5-AA-NN;5
cit;V-N;1;Jaké třeba ;chová city ;Tomáš Bím k Jimu Beamovi ? ;V-N;V-N;VB-NN;2
cit;V-N;1;Exprezident Taylor ;chová k Naomi něžné city ;;V-R-N-A-N;V-RR-NN-AA-N;VB-RR-NN-AA-NN;5
cit;V-N;1;Obžalovaný i oběť studovali v Uppsale společně v rámci studentské výměny a Dvořák přiznal , že k dívce ;choval vřelé city ;. ;V-A-N;V-AA-N;Vp-AA-NN;3
cit;V-N;1;Při pohledu na ho s Mildred je zřejmé , že přitažlivá Maria Mild opravdu nemohla tušit , že její manžel oprav ;chová k této ženě něžné city ;. ;V-R-P-N-A-N;V-RR-PD-NN-AA-N;VB-RR-PD-NN-AA-NN;6
cit;V-N;1;Florencii vůbec nemám rád , je to jediné italské město , ke kterému ;nechovám žádné city ;. ;V-P-N;V-PW-N;VB-PW-NN;3
cit;V-N;1;Domnívám se , že kdybych v té době ;choval cit ;k nějaký dívce , připadal bych si přinejmenším odcizenej . ;V-N;V-N;Vp-NN;2
cit;V-N;1;ANGELA MERKELOVÁ 2005 – současnost Merkelová , pocházející z východního Německa , ;chová k bývalému důstojníkovi KGB chladnější city ;než její předchůdce . leden 2007 Putin na setkání přivedl na oplátku svého labradora Connie – věděl , že se kancléřka od dětství bojí psů . ;V-R-A-N-B-A-N;V-RR-AA-NN-BN-AA-N;VB-RR-AA-NN-BN-AA-NN;7
cit;V-N;1;Už k ní ;nechováte nějaké city ;? ;V-P-N;V-PZ-N;VB-PZ-NN;3
cit;V-N;1;Až dojemné je toto úsilí v případě potřeby nade vší pochybnost stvrdit , že třetí Hawkingovo dítě je skutečně jeho , byť už v té době ;chovala Jane něžné ( ovšem ale zcela platonické ) city ;k rodinnému příteli a svému pozdějšímu druhému manželovi , Jonathanovi . ;V-N-A-Z-J-J-D-A-Z-N;V-NN-AA-Z:-J^-J^-Db-AA-Z:-N;Vp-NN-AA-Z:-J^-J^-Db-AA-Z:-NN;10
cit;V-N;1;Soudní znalec Petr Kubaj muže označil za člověka s anetickou poruchou osobnosti , která se projevuje neschopností ;chovat city ;vůči ostatním lidem . ;V-N;V-N;Vf-NN;2
cit;V-N;1;I když si odmyslíme tu možnost , že člověk svěří telefonu věci nějak zneužitelné - třeba že se dostal do konfliktu ne se zákonem , ale se slibem , který někomu dal , že ;chová nějaké neprojevené city ;, že má nápad , který by se dal dobře zpeněžit , že čeká , až lékař stanoví diagnózu , že ta diagnóza byla nepříznivá apod . , tak se dají najít další důvody . ;V-P-A-N;V-PZ-AA-N;VB-PZ-AA-NN;4
cit;V-N;1;K manželce a dětem sice ;chová vřelé city ;, k jeho vášni k fotbalovým hrdinům na Old Trafford se to však nedá srovnat . ;V-A-N;V-AA-N;VB-AA-NN;3
cit;V-N;1;Myslíte , že by k mamince ;chovala tak silný cit ;", kdyby jí ubližovala ? "" utěšuje svou ženu Roman Novák a ze skříně v obývacím pokoji vytahuje dvě velké desky . ";V-D-A-N;V-Db-AA-N;Vp-Db-AA-NN;4
cit;V-N;1;Někteří dokonce předpokládají , že k ní Karel ;choval největší city ;. ;V-A-N;V-AA-N;Vp-AA-NN;3
cit;V-N;1;Byl pravděpodobně ten poslední z celé skupinky kamarádů , kdo si všiml , že k němu zjevně ;chová jisté city ;, nevysvětlitelnou lásku , kterou se on nikterak nepokusil povzbudit . ;V-A-N;V-AA-N;VB-AA-NN;3
cit;V-N;1;"Koneckonců i v oficiální brožuře k dvoustému jubileu najdeme toliko obligátní fotografie švédského "" slavíka "" Jenny Lindtové a kupecké dcerky Riborg Voigtové , k nimž Andersen ";choval sice vřelé , ale podle vlastních slov sesterské city ;. ;V-J-A-Z-J-R-A-N-A-N;V-J^-AA-Z:-J^-RR-AA-NN-AA-N;Vp-J^-AA-Z:-J^-RR-AA-NN-AA-NN;10
cit;V-N;1;Že přestože k ní také ;chováte silné city ;, nemůžete čestně prohlásit , že budete v nejbližší budoucnosti schopni učinit závazné prohlášení a že ji nechcete zranit tím , že byste jí dávali falešnou naději . c . Že nevěříte , že Tryskáči dokázali uhrát remízu , když už prohrávali o dva body . ;V-A-N;V-AA-N;VB-AA-NN;3
cit;V-N;1;Picassovi žijící potomkové a vnukové k němu ;chovají složité city ;. ;V-A-N;V-AA-N;VB-AA-NN;3
cit;V-N;1;Režisér Prasátka Babe i tohoto filmu , Chris Noonan , ke své hrdince určitě ;chová vřelé city ;, protože celý film je hřejivou poctou ženě , která si našla svou cestu . ;V-A-N;V-AA-N;VB-AA-NN;3
